,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Action
129,1.296514042,4.639003143,-7.629185028,-4.881947937,10.17635642,0
130,1.306557042,5.636379089,-7.392227783,-5.287155304,10.69428876,0
131,1.316599042,6.635102234,-7.007827148,-5.502557373,11.1091116,0
132,1.326641042,7.154073029,-6.405180359,-5.070855103,10.85912832,0
133,1.336683042,6.745123444,-5.875731354,-4.553381195,10.03763864,0
134,1.346726042,6.497238922,-5.567522278,-4.592899017,9.711134811,0
135,1.356768042,7.459138641,-5.16126709,-4.838837585,10.28065058,0
136,1.366810042,8.839118958,-4.470154266,-4.622088318,10.93050793,0
137,1.376852042,10.76800781,-3.202290802,-4.081562347,11.95256499,0
138,1.386894042,13.34714447,-1.501377869,-3.480711823,13.87500471,0
139,1.396937042,16.46231644,0.7622149658,-3.059188385,16.76148763,0
140,1.406979042,19.32256851,4.057761841,-2.345622253,19.88288281,0
141,1.417021042,21.25265488,8.312364349,-0.9991722107,22.84226533,0
142,1.427063042,23.23034225,12.65154099,0.8399034119,26.46536847,0
143,1.437106042,25.94150436,16.60975983,2.910248108,30.94051251,0
144,1.447148042,28.04597809,20.19615189,4.47090271,34.84896568,0
145,1.457190042,28.83229294,23.19756042,5.061275024,37.35029358,0
146,1.467232042,28.25793732,25.60500412,4.526586914,38.40074539,0
147,1.477274042,26.00497238,27.00953339,3.084635468,37.62031975,0
148,1.487317042,22.55629395,27.29409164,1.004561005,35.4226337,0
149,1.497359042,18.81422562,26.79981949,-0.9677375793,32.75884501,0
150,1.507401042,15.9505307,26.16409149,-1.635199585,30.6863649,0
151,1.517443042,14.56171875,25.60051346,-1.13613739,29.47406912,0
152,1.527486042,14.05592056,24.99801636,-0.496816864,28.68303596,0
153,1.537528042,13.65415604,23.81023636,-0.1465452576,27.44785616,0
154,1.547570042,12.51322861,21.82940552,-0.2570155334,25.16286733,0
155,1.557612042,9.832902374,19.44052322,-0.9870474243,21.80812177,0
156,1.567654042,6.537804565,17.04879684,-2.498903503,18.42956541,0
157,1.577697042,3.577859802,14.9565976,-4.080364838,15.9106967,0
158,1.587739042,1.32923584,13.16587143,-5.095853119,14.18008312,0
159,1.597781042,-0.1480421448,11.64263901,-5.561085663,12.90343494,0
160,1.607823042,-0.8416996765,10.43450134,-5.552254028,11.84967516,0
161,1.617866042,-0.8903485107,9.376501465,-5.134173431,10.72712622,0
162,1.627908042,-0.500559082,8.171207886,-4.487368469,9.335720298,0
163,1.637950042,0.2005828857,7.016209717,-3.765120392,7.965146819,0
164,1.647994042,0.889151001,6.014492798,-3.045117645,6.799812835,0
165,1.658037042,1.725461884,5.209017792,-2.426154785,5.999776005,0
166,1.668079042,2.635269928,4.44395874,-1.915716248,5.510298143,0
167,1.678121042,3.407064972,3.570974121,-1.480421448,5.152824037,0
168,1.688163042,4.211941223,2.740501099,-1.017284546,5.126954553,0
169,1.698205042,5.24898468,2.313588867,-0.4770579529,5.756050548,0
170,1.708248042,6.368506622,2.443818054,0.1423539734,6.822784471,0
171,1.718290042,6.610403595,2.697839813,1.087937622,7.222145361,0
172,1.728332042,6.462062073,3.433709564,2.22901474,7.649647986,0
173,1.738374042,6.712042236,5.27353363,3.359613647,9.173258516,0
174,1.748417042,8.119415588,8.398585052,4.27660675,12.43987563,0
175,1.758459042,10.81575851,11.96566727,5.062771912,16.90530937,0
176,1.768501042,13.96850235,14.63955688,5.546715546,20.98098513,0
177,1.778543042,16.4190564,15.59427155,5.49118103,23.3006392,0
178,1.788585042,17.29129257,15.55475372,5.34373764,23.86408796,0
179,1.798628042,17.39367966,15.11856079,4.848417664,23.55033177,0
180,1.808670042,17.04924591,13.71178619,3.693868561,22.18861266,0
181,1.818712042,16.079263,11.38218063,2.226769409,19.82562071,0
182,1.828754042,14.66051331,8.740474091,0.8433462524,17.08911263,0
183,1.838797042,12.2545665,6.323450317,-0.2245330811,13.79169457,0
184,1.848839042,8.67850296,4.669240265,-0.8143066406,9.888443436,0
185,1.858881042,5.028792572,4.00402359,-1.142274628,6.52883994,0
186,1.868923042,2.410736847,3.944148102,-1.204096069,4.776798482,0
187,1.878965042,1.255289612,4.033063202,-0.9901908875,4.338413165,0
188,1.889008042,0.7421566772,3.891906738,-0.5239105225,3.996525595,0
189,1.899050042,0.1399589539,3.035986633,0.2395019531,3.048633224,0
190,1.909092042,-0.08472381592,1.747166748,0.9237290955,1.978141858,0
191,1.919134042,0.7740403748,0.7616162109,0.8223898315,1.362175756,0
192,1.929177042,1.874701538,-0.09370513916,0.1995350647,1.887617745,0
193,1.939219042,2.716850281,-1.095272369,-0.5366340637,2.978065333,0
194,1.949261042,3.545676727,-2.073787537,-1.15020813,4.265606281,0
195,1.959303042,4.365521851,-2.935994568,-1.596579895,5.497900735,0
196,1.969346042,5.149890747,-3.760030975,-1.953288116,6.668923609,0
197,1.979388042,5.784271545,-4.824916534,-2.463277588,7.924982861,0
198,1.989430042,6.268065491,-5.860612793,-2.958298187,9.076726033,0
199,1.999472042,6.342760162,-6.501729584,-3.409310303,9.701880787,0
200,2.009514042,6.306236115,-7.004833374,-3.926933899,10.21063731,0
201,2.019557042,6.358327789,-7.128775635,-4.229604492,10.44688128,0
202,2.029599042,6.423143005,-6.954687653,-4.499792633,10.48201222,0
203,2.039641042,6.679559784,-6.659052429,-4.765490112,10.56737404,0
204,2.049683042,6.995852051,-6.460415497,-4.662055206,10.60253145,0
205,2.059726042,7.299869843,-6.296955414,-4.533023529,10.653077,0
206,2.069768042,8.153095551,-5.992638245,-4.340374146,11.01015567,0
207,2.079810042,9.872869263,-5.630990295,-3.285218353,11.83107175,0
208,2.089852042,12.41817627,-5.222190399,-1.783990173,13.58914991,0
209,2.099895042,14.44645844,-4.993016968,-0.3873944092,15.28988078,0
210,2.109937042,15.77090424,-4.744234314,0.6599775696,16.48225561,0
211,2.119979042,17.12783249,-3.973187714,1.878593445,17.68270284,0
212,2.130021042,18.80419647,-1.760788422,4.012855225,19.30806018,0
213,2.140063042,20.81451599,2.240091705,7.713310089,22.31047376,0
214,2.150106042,24.14523972,7.758366394,12.52116211,28.28364104,0
215,2.160148042,28.88094177,13.93691803,16.47983002,36.05455976,0
216,2.170190042,33.02267899,19.64065704,18.14242264,42.4900016,0
217,2.180232042,35.42997299,24.63202744,16.87440948,46.33320038,0
218,2.190275042,34.70308456,28.13384537,12.71710464,46.44934966,0
219,2.200317042,31.54839478,30.2474501,6.39335495,44.17108147,0
220,2.210359042,27.18347168,31.28584076,-0.2944377136,41.44673278,0
221,2.220401042,22.78965866,31.31218597,-5.41753418,39.10461877,0
222,2.230443042,19.30026489,30.36136322,-8.19530777,36.89817978,0
223,2.240486042,16.45393387,28.59024628,-8.245303802,34.00175226,0
224,2.250528042,13.9824234,25.84600296,-6.299350433,30.05338332,0
225,2.260570042,11.32200577,22.37621841,-4.114643555,25.41285613,0
226,2.270612042,8.547225952,18.73773468,-2.516267395,20.74823785,0
227,2.280655042,5.615572357,15.60235474,-1.470991058,16.64728029,0
228,2.290697042,3.477718048,13.33187622,-0.7490423584,13.79835174,0
229,2.300739042,2.335593109,11.46435974,-0.6036946106,11.71541662,0
230,2.310781042,1.82769928,9.728719025,-1.117575989,9.961798764,0
231,2.320824042,1.598974915,8.069569244,-1.911524963,8.445625865,0
232,2.330866042,1.283281403,6.396797791,-2.514920197,6.992185404,0
233,2.340908042,1.228046265,4.992567902,-2.736309814,5.82419293,0
234,2.350950042,1.644929352,3.956422577,-2.795885925,5.11625354,0
235,2.360992042,2.182611237,3.068768463,-2.644700317,4.601692239,0
236,2.371035042,2.548600159,2.10028244,-2.546654205,4.170371295,0
237,2.381077042,3.032543793,1.423240356,-2.556833038,4.214182027,0
238,2.391119042,3.258424072,1.365759888,-2.288141785,4.209301644,0
239,2.401161042,3.617527313,1.732497253,-1.915865936,4.445063878,0
240,2.411204042,4.540358276,2.454445953,-1.628164215,5.412030758,0
241,2.421246042,5.860313416,3.540886688,-1.249152374,6.959995224,0
242,2.431288042,7.212301941,4.855453033,-0.7541317749,8.72705209,0
243,2.441330042,8.53225708,6.784341888,-0.04715194702,10.90086827,0
244,2.451373042,9.782307587,8.889564056,1.086440735,13.26266354,0
245,2.461415042,11.25539429,10.42776535,2.229164429,15.50455948,0
246,2.471457042,12.25696152,10.92937225,2.623594208,16.6303196,0
247,2.481499042,11.6082106,10.85916824,2.399510193,16.07574998,0
248,2.491541042,9.449250183,10.45381119,2.023641815,14.2360677,0
249,2.501584042,6.792425079,9.52454361,1.453178101,11.78837122,0
250,2.511626042,3.755240936,8.687334595,0.7975415039,9.49777286,0
251,2.521668042,0.203127594,7.911198578,0.3058140564,7.919712494,0
252,2.531710042,-2.163002014,6.793323212,0.01182540894,7.12937289,0
253,2.541753042,-2.486778717,5.600603485,-0.2119592285,6.131537695,0
254,2.551795042,-1.668430481,4.677173767,-0.1050814819,4.966956496,0
255,2.561837042,-0.9771679688,3.668122101,-0.01856140137,3.796092927,0
256,2.571879042,-1.35842514,2.678979034,-0.02709365845,3.003827824,0
257,2.581922042,-2.928959198,1.959425354,0.3520678711,3.54148295,0
258,2.591964042,-4.577780457,1.216969299,1.015338593,4.844378251,0
259,2.602006042,-5.425018616,0.1327738953,1.94236084,5.763785346,0
260,2.612048042,-5.464835815,-1.354832611,2.857557678,6.313924119,0
261,2.622091042,-4.703968048,-3.127446442,3.153492279,6.469370155,0
262,2.632133042,-3.692072296,-4.712350616,3.085832977,6.734984138,0
263,2.642175042,-2.429747314,-5.767955475,3.191213837,7.02544149,0
264,2.652213792,-0.7991880798,-6.372398529,3.44358902,7.287281382,0
265,2.662255792,1.572330322,-6.51505188,3.407663727,7.51866316,0
266,2.672298792,4.785398712,-6.079308014,2.774630127,8.219282153,0
267,2.682340792,8.203390961,-5.067561951,1.8194664,9.812556515,0
268,2.692382792,11.08909012,-3.855083313,0.9202862549,11.77609926,0
269,2.702424792,13.12470703,-2.659369812,0.3852987671,13.39696375,0
