,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Action
263,2.624573458,-5.147645416,1.969753876,2.530487823,6.064779657,0
264,2.634546458,-5.555696869,1.811383209,2.447260895,6.335294998,0
265,2.644519458,-5.573809204,1.673968964,2.356848907,6.278873936,0
266,2.654491458,-5.455255737,1.496138763,2.087858276,6.029709656,0
267,2.664464458,-5.320835266,1.347348175,1.968556366,5.83111046,0
268,2.674436458,-4.879552917,1.237027588,1.918111267,5.386968049,0
269,2.684409458,-4.200265503,1.079255676,1.804647217,4.697209245,0
270,2.694382458,-3.519331512,0.8922944641,1.677262115,3.999386442,0
271,2.704354458,-2.779420166,0.8050259399,1.688339081,3.350183887,0
272,2.714327458,-1.846110992,0.9689350891,1.768123169,2.733719178,0
273,2.724299458,-0.789458313,1.430126038,1.763482819,2.403825402,0
274,2.734272458,0.3760180664,2.143692169,1.975292358,2.939147088,0
275,2.744245458,1.761087799,3.039579163,2.231559448,4.161769971,0
276,2.754217458,3.705394592,4.363126831,2.633623352,6.301015536,0
277,2.764190458,5.896538086,6.32075592,3.484304352,9.319951374,0
278,2.774162458,7.826325073,9.02952301,4.424948273,12.74220613,0
279,2.784135458,9.617200928,12.55199799,4.912634125,16.55829645,0
280,2.794108458,11.55073013,16.3659169,4.710853729,20.57801607,0
281,2.804080458,14.22581726,19.14473831,4.818030853,24.33327563,0
282,2.814053458,17.39233246,21.43392792,4.989873505,28.05005048,0
283,2.824026458,21.19951538,22.44911682,5.997727661,31.45401462,0
284,2.833998458,25.83477631,21.17900803,7.587721252,34.2572556,0
285,2.843971958,29.02194855,19.52479797,9.268875275,36.18567786,0
286,2.853943958,29.62818787,18.21157883,10.8319249,36.42556405,0
287,2.863916958,28.34550522,16.4296843,12.35381012,35.0145515,0
288,2.873889958,26.16648651,14.01310959,13.07650726,32.43527862,0
289,2.883861958,23.18214249,11.2233609,12.94418243,28.82581168,0
290,2.893834958,19.37480988,8.677604828,12.20112762,24.48574276,0
291,2.903806958,15.43919403,6.754703522,10.94449081,20.09419347,0
292,2.913779958,11.98707275,5.223687286,9.305998077,16.0492499,0
293,2.923752958,8.953930206,3.896996155,7.424261169,12.26699226,0
294,2.933724958,6.146368561,2.925666046,5.198539581,8.565172624,0
295,2.943697958,4.206851807,1.939217377,3.179538116,5.618507701,0
296,2.953670958,3.023712158,0.8078700256,1.572480011,3.502596548,0
297,2.963642958,2.207459564,-0.2737806702,0.4264631653,2.264885078,0
298,2.973615958,1.79371994,-1.12790451,0.0004490661621,2.118867625,0
299,2.983587958,1.598974915,-1.798360291,0.03547622681,2.406673861,0
300,2.993560958,1.600322113,-2.517913971,0.1417552185,2.98680702,0
301,3.003533958,1.834884338,-3.505859528,-0.07080276489,3.957633711,0
302,3.013505958,2.13426178,-4.873565369,-0.5513035583,5.348892255,0
303,3.023478958,2.409838715,-6.46116394,-1.118174744,6.986005787,0
304,3.033450958,2.494412842,-7.883805542,-1.635498962,8.429195816,0
305,3.043423958,2.292931824,-8.617579651,-1.964065704,9.131142835,0
306,3.053396958,1.752106476,-8.481213226,-2.186652832,8.932094127,0
307,3.063368958,1.003213806,-7.724985809,-2.35894455,8.139193024,0
308,3.073341958,0.3682342529,-6.961872711,-2.511926422,7.410333492,0
309,3.083313958,0.04909790039,-6.726562042,-2.621348877,7.219454096,0
310,3.093286958,0.02844085693,-7.041058044,-2.721340942,7.54870875,0
311,3.103259958,0.1531315613,-7.481442261,-2.709216156,7.958346547,0
312,3.113231958,0.2710862732,-7.673642578,-2.635868683,8.118256087,0
313,3.123204958,0.4715194702,-7.709118805,-2.659369812,8.16854278,0
314,3.133176958,0.4686753845,-7.433990936,-2.493215332,7.85493479,0
315,3.143149958,0.5119354248,-6.927144928,-2.342778168,7.330485951,0
316,3.153122958,0.7319778442,-6.402785339,-2.269430695,6.832405678,0
317,3.163094958,1.583257599,-5.783523102,-2.1857547,6.382269792,0
318,3.173067958,3.567830658,-5.299878845,-2.398312683,6.824224139,0
319,3.183039958,6.064039764,-4.533173218,-2.937042389,8.120865451,0
320,3.193012958,9.467961273,-2.787802734,-3.66003891,10.52663382,0
321,3.202985958,14.57084976,0.2409988403,-4.515809326,15.25648312,0
322,3.212957958,21.25295425,4.270319824,-4.965324554,22.23911293,0
323,3.222930958,28.94470917,8.234675903,-5.752537537,30.63817495,0
324,3.232903958,36.61700455,11.13414642,-7.375911713,38.97663803,0
325,3.242875958,42.31236099,12.65513351,-9.510173492,45.17667204,0
326,3.252848958,44.79375092,13.45447128,-11.50043472,48.16391717,0
327,3.262820958,44.00459198,14.22357193,-12.53253845,47.91428424,0
328,3.272793958,40.8178688,14.8570546,-11.72781189,44.99302231,0
329,3.282766958,35.86107651,14.94013184,-9.789043579,40.0630718,0
330,3.292738958,30.2700531,13.76372818,-7.781268768,34.15061452,0
331,3.302711958,24.97586243,11.73933792,-6.139183502,28.27181163,0
332,3.312683958,20.38865158,9.745933228,-4.668192444,23.07536237,0
333,3.322656958,16.63550629,7.977211304,-3.433559875,18.76606786,0
334,3.332629958,13.20523956,6.326294403,-1.972298584,14.77465108,0
335,3.342601958,10.11581406,5.089715881,-0.3585044861,11.32975848,0
336,3.352574958,7.329059143,4.330345001,1.022523651,8.573946021,0
337,3.362546958,4.401147766,3.758384399,1.591041412,6.00224689,0
338,3.372519958,1.566941528,3.25288559,2.241139526,4.249620782,0
339,3.382492958,-0.7479945374,3.236270142,2.795436859,4.341360097,0
340,3.392464958,-2.385589142,3.494333496,3.20139267,5.305687247,0
341,3.402437958,-3.626808014,3.549119568,3.550616455,6.193291797,0
342,3.412409958,-4.501139832,3.476670227,3.845802612,6.865689578,0
343,3.422382958,-5.002447357,3.491639099,3.928730164,7.256097013,0
344,3.432355958,-5.166057129,3.373834076,3.782633972,7.237349128,0
345,3.442327958,-5.116360474,3.000510406,3.245999908,6.761414246,0
346,3.452300958,-5.157075806,2.655178528,2.527943115,6.32739285,0
347,3.462273958,-5.083728333,2.465223541,1.83114212,5.939250991,0
348,3.472245958,-4.71309906,2.227966919,1.348096619,5.384654477,0
349,3.482218958,-4.137994995,1.85105072,1.078207855,4.659605512,0
350,3.492190958,-3.62725708,1.550176392,0.9906399536,4.067113016,0
351,3.502163958,-3.136128387,1.440753937,0.8846603394,3.562821506,0
352,3.512136958,-2.696193237,1.504072266,0.7441026306,3.175748743,0
353,3.522108958,-2.132914581,1.663790131,0.8776249695,2.843896587,0
354,3.532081958,-1.392254791,1.934876404,1.178499298,2.659131568,0
355,3.542053958,-0.6646179199,2.466720428,1.486408997,2.955645168,0
356,3.552026958,0.1514849854,3.188818817,1.988614655,3.761130335,0
357,3.561999958,1.232686615,4.055217133,2.698139191,5.024366366,0
358,3.571971958,2.534529419,5.465135193,3.732637939,7.086898337,0
359,3.581944958,4.098926239,8.013585663,4.907844086,10.25210637,0
360,3.591916958,6.209237823,11.79547119,5.954018555,14.59925039,0
361,3.601889958,9.163943481,16.14542542,6.729256439,19.74678491,0
362,3.611862958,13.41480377,19.64439926,6.990463257,24.79366772,0
363,3.621834958,18.9139183,21.29232239,7.02055069,29.33236148,0
364,3.631807958,24.44656311,21.94212112,7.717351685,33.74386825,0
365,3.641779958,29.45380051,22.22054214,8.910370789,37.95620588,0
366,3.651752958,33.47608612,20.67440735,10.03393433,40.60491718,0
367,3.661725958,34.948125,17.81580185,9.944719849,40.46815649,0
368,3.671697958,33.2799939,15.21810379,9.994566193,37.9346811,0
369,3.681670958,29.82921982,12.63238083,10.17000137,33.95273668,0
370,3.691642958,25.17345154,10.11805939,9.513167267,28.75027199,0
371,3.701615958,20.35721695,7.892637177,8.809480591,23.54393663,0
372,3.711588958,16.05022339,6.062692566,8.021968231,18.93984916,0
373,3.721560958,12.28300735,4.607568512,7.222181396,14.97537517,0
374,3.731533958,9.245823212,3.304528198,6.485712891,11.76731172,0
375,3.741505958,6.981931,1.814526672,5.579647064,9.119886452,0
376,3.751478958,5.516179047,-0.1622625732,4.573289795,7.167254702,0
377,3.761451958,4.338278503,-2.131567383,3.527115326,5.983709753,0
378,3.771423958,3.254083099,-3.556154938,2.581531677,5.468052721,0
379,3.781396958,2.570903778,-4.789889374,2.205214233,5.86647733,0
380,3.791368958,1.898951111,-6.209537201,2.019899597,6.800320724,0
381,3.801341958,1.368753662,-7.557035065,1.791025543,7.88606607,0
382,3.811314958,0.7514373779,-8.580905914,1.333726501,8.716388634,0
383,3.821286958,-0.182769928,-9.27291687,0.54292099,9.290594993,0
