varx,kurtx,ptpx,vary,kurty,ptpy,varz,kurtz,ptpz,vara,kurta,ptpa
5.129459481610931,2.2909499579645174,7.454751265067,6.842151520224282,2.807360186230652,8.479044236700002,4.771344841095174,3.2924280459853406,8.26992610007385,7.758219717098271,3.08479960991975,8.514433137020001
12.738689209605537,2.565446864799829,12.5458323072694,185.325639186472,2.300199264671881,45.82512865438501,37.37630906114251,2.5666026207293693,22.0996146147125,136.77054370501008,2.514273463842592,38.046886195862
2.784784088867565,2.65459156615063,5.9795105437673,234.97304436873577,2.481636337967946,46.371772402249995,6.614679643341108,2.117093015749343,8.749691922238203,186.46188809043514,2.780892042742647,41.67932213996401
26.185547038061713,2.859412795928697,16.546240915135602,17.633517451797626,2.6587290827823638,14.0070202518181,33.12172306727106,2.3118579586839454,16.826423771639003,48.57907239203329,3.078453308843092,20.11384074883
95.1881624758082,1.7939904514805203,28.779815066394793,52.30698703656643,2.251158215092368,22.0563246369325,3.0567754682711854,1.8477586074619434,5.3967573852941495,108.63659572526232,2.045200305268464,30.899289210258008
36.194506752341375,2.185253681902708,20.042232961417998,190.81627821849094,2.206693376911125,43.41369725215001,14.500037568131358,2.239876850003326,13.0081399339183,142.79895298553555,2.4550207003803735,38.157722794570006
225.39731992650013,2.6457211195797656,44.17494871779401,118.28105977755249,2.72392510399856,34.600861615428,463.27573427932373,2.584133135930301,74.105169916669,121.56868398769939,2.557156801482328,38.01560720402
1.0803492086793511,2.5057143892918723,2.98956965782,0.5752895878847071,2.188985938340394,2.34466574242,0.28663280498976323,1.9792742977311253,1.7603887527020283,0.8774082571851846,1.9362325192392735,2.7360213090399994
50.88665928183628,1.7250055523503547,20.9960345210037,29.60507222834957,1.8926501317478501,16.20587271406648,4.556408180807996,2.4973541145386484,7.422878045641001,66.88872794004061,1.795369088897533,23.837828136505003
9.797488410293973,2.528565188689698,10.857020008814201,8.003993875591101,2.5216641829401274,9.09098830515,6.037294923103103,2.7683089148488493,9.0452554301661,8.299083226851817,2.4126369177169638,9.592780410009999
14.034955572665954,2.082630621432622,11.3994190539876,45.678922293084284,2.031502908975337,18.90375052931,10.389228474727966,2.5640393009840827,10.68051946622588,25.12043646060691,2.0318675989281165,15.16008772683
1.6198675434168919,1.9958528370579756,4.083837615929999,1.179892988946134,2.26359443657232,3.5639881485423004,2.850475432762191,3.8890150520310955,5.64747551419,3.231266809344541,2.61071364093097,6.121513493310001
1.9225281724088714,2.0443213088838212,4.30896346507,1.0409330278403277,2.8887001620588517,3.4814048812389005,2.804409576822035,4.252677512073735,5.77284879927,3.6732802408664513,2.9027375477132535,6.443352728140001
2.0518600379339462,2.3448105442951124,4.713003259210001,1.3631822596996859,2.674422063115262,3.9283110351852004,3.4522035350001956,3.697930610835784,6.210948765538001,4.0568855730727,2.7449486549398707,7.02819805443
11.796950857799004,2.037755990667921,10.003854377804199,3.072436317694213,2.165114796579963,5.5383150147367,3.9065052694831577,2.7824714534636055,6.472752841296601,8.68569571392442,2.0718636510485924,9.100834307746
3.4282270579529426,2.3472673173858856,6.176789799505601,220.47647060320136,2.614624246000017,44.91956727891001,3.4094595939650505,2.1162197444351443,6.11976139054742,176.05587457602115,2.9269893573476717,40.437255303799
1.3673969016644487,2.3653614321633056,3.909646348630001,1.3103570547872672,2.7576041834574823,4.02243679960594,2.9013432262957224,4.448764141020876,5.758227204810001,3.0357835432034035,3.0876786674364824,6.0851966400099995
5.351337958371746,2.4101688328536417,7.711269831832899,200.63122818437105,2.1591241504134038,41.36823980232,5.871634610147771,2.6664822309589304,8.3800745455274,157.26505472564025,2.4102201076807237,37.202282611221
5.416602963392674,1.9524948631977792,7.263287416640002,3.0398434877494767,2.206009016180573,5.787952391103601,2.5365723170941648,2.218769135202076,4.8831993347347895,5.532647402878849,1.9027630766331793,7.295938735770001
8.081513444973677,2.2142741183907457,9.4920552574909,19.65755340323438,2.0682355779838275,14.55631780853,4.976169293964737,3.0963336249490467,8.067443416434001,20.312537329125387,2.104109335098779,14.446800199950001
4.087577887732324,2.48208164162199,7.000996852033,2.8322998021600077,2.252469485868692,5.233741877849999,3.406963680446931,2.2342674016758415,6.066404846273001,3.785177875347615,2.2686705912759004,5.95669802752
8.598281030612233,2.1926071700270735,9.5527943619823,135.470000485252,1.8981334212073215,34.44846704363059,10.839450593900164,2.586888227618491,11.2798998281845,131.3803458936267,2.043935578830255,33.683871207479
3.16305415064704,1.9466337765701531,5.16004562959,2.3149275722216367,2.602017732213742,5.230800494414519,2.617537131934143,2.41129827513165,5.284954879882002,4.271987899732934,1.8812550107436095,5.93731960831
5.933264485147492,1.7985089261446823,7.228483949158,5.181256292820452,2.482196897032307,7.29981092437,4.070855193065891,2.1298927923711415,6.174065666001701,7.73113021014426,1.806266670694433,8.51498087026
37.69929337853506,2.209975010785546,19.913334508019,11.951565796717059,2.8534318187898475,12.25448117499508,22.473695742282807,2.4354153968599452,16.697068766712,45.01076706291532,2.4792128968087037,22.393562458190004
4.6284832911276474,2.485283989313244,7.866862077240602,24.118435045419186,2.1644149738929856,15.345210480245902,9.630902657221032,2.3969265138899027,10.725492561423803,14.797858548003145,2.335074935267083,12.786188285139998
16.100406143824763,3.560398825701295,13.776239721993601,36.77430460980493,2.2555425773178746,18.578676533355,10.623642588995454,2.7282327132699105,10.965818599745102,28.58855453782117,3.319544591922271,17.656200563220004
236.56432054163142,2.9747848309628693,51.513713182151,68.56782391784938,1.7472195386487175,23.412583781101898,37.68170300006899,2.776986014249739,19.735645015101703,36.257900800792655,2.9909606015620724,21.355996378799997
4.9214814874676005,2.0809667467470656,6.994458448440001,3.81206251711072,2.22307350592864,6.404785180691901,2.9034605781690868,2.722690984799868,5.3823393677674,5.792531388972603,2.228773766925012,7.744240893950002
3.252589255456087,2.27449345504128,6.0511306091230015,9.913044501050022,2.354893043925664,10.2484412565669,3.550596454903844,4.198765558776548,6.656199362183301,9.178173491092043,2.425676812418523,9.882999704440001
20.108791002778656,2.3696568913594303,13.117444782560602,26.387751040780607,2.894693050360025,12.329245958785,3.4160456424843604,2.2923573203954515,6.363948154944001,19.968163607274743,2.8444898230452345,12.47167763194
9.32670478354044,2.18371478677357,9.472163035806199,8.429990128935609,2.5896557147463235,8.218582868993,3.4019518790951615,2.193804635006952,5.3989727782299,11.3863613547869,2.1282429025413676,10.067734567406
10.224060484467516,2.1582512005585075,10.6153838439,2.3908927537863063,2.125094053821098,4.9057619854241,5.9355221044787845,1.7134085987868943,7.889537056336401,10.909736724166988,1.8609014933449999,10.30685873226
350.58006799128054,1.8108303198944224,54.591336145257,191.13723148565182,2.0371387288198286,44.049415177888,35.27674995779539,2.9317740606296367,21.56708473087875,290.8630537217102,1.8601589565624241,52.13290842385
1.686087282726986,2.419732377915865,4.38523435826,1.6321326598915076,2.467325572777678,4.088205532730002,1.0593381821474863,2.3432245830598464,3.30248045659577,1.4600949501166725,2.271130585717402,3.9871335378799997
3.890262103885539,2.1619328203239125,6.179142906509999,2.14993386690912,2.2005227180886466,4.7112938141185,2.8931623995163633,3.0481921820571714,5.729338778659999,4.921916346993099,2.1468663239921866,6.726627626819999
8.2791595514028,1.6532108802139291,8.41156905151,5.906223160161677,1.775078190214749,7.1981623444039995,5.372211221456446,1.9384179012481628,7.243296487366202,13.49373128269453,1.5700888056231128,10.48994149832
23.41851275492974,2.2521630066869127,14.0171460623732,26.010639767784472,2.3174217924171527,14.903067715304,6.084258161616921,2.7517594185969756,8.2926080471135,21.63306624814693,2.3029968371369898,13.78675786298
28.964812543179725,2.191083855399517,16.4851439663075,10.195928744153811,2.752012061028794,11.0192049453244,22.419483972344146,2.5778655799277734,15.532138751098,39.85847453315712,2.4075598315787063,19.601564129609006
18.317683239194615,2.190171371799618,13.5447908758461,34.98230018092341,2.40827621775815,16.686713528729705,5.201635022772291,3.1916416461406643,8.97470608216,33.95034929394227,2.441886920708771,17.41819397478
8.360253344129706,2.351464136317675,8.961952025124003,4.639908416404582,2.382895633134701,7.123249127407,2.46461180947668,2.4009325710097804,4.785260998621,8.312693697128148,2.1341580341909703,8.85971861901
22.00983394018297,2.2762557530702408,14.9391229336892,75.07618739408252,1.7543709980097089,25.527240829916007,14.005373863484158,2.0561538263348114,11.4490031756869,79.14142217555977,1.9696274562954588,25.907125491953003
4.559553062504899,2.5453970304863374,7.298828008962,3.7364304703033397,2.65935311311224,6.00628985599,4.2206986756729465,2.681330308578394,6.809260569884501,4.822104296767742,2.6845558177967943,6.785214923690001
8.555750271086259,1.5959512283986064,8.330386871780002,5.079839688474932,1.6767830588583792,6.557770046976001,8.237963052824748,1.8277351235218227,9.0385432525672,15.585574506182695,1.5513661181667444,11.20562943261
4.866955828605745,2.0745244958423332,6.938917945960002,3.33345643506843,2.4206834942723505,6.036037495489,2.1663363112381107,2.3429178463072278,4.586172006324,5.239290469780142,2.0548404209480595,7.17894765916
6.576958317144189,1.8415875055782347,7.843513828980003,3.9958082487697886,2.3709761761562786,6.3117251998013995,2.797802038243509,2.697114949991663,5.6420478012276005,6.755929543265192,1.7872502243894481,7.923409535060001
4.0257227121733425,2.4074324380436787,6.6279516038173,12.176233755035572,2.516083452137342,10.9916277922978,3.356973909869018,2.549604129924518,6.5789285475143,16.78359956567852,2.499188008203499,13.002470038389998
4.012542620231526,2.5172379062835324,6.161105415370001,3.2720018241671567,2.438158785372842,6.0620324386842,2.9919090255007665,2.434843065670704,5.2927955749929,4.748028313898826,2.4488857956073113,6.7686625999
1.6174322135252208,2.108395166300954,3.565272477900001,1.0714969942538421,2.098887910577091,3.2573148788700004,0.5364243971838378,2.210703701156554,2.3594534911669998,1.3141471610736117,2.0121788478534075,3.411061773880001
56.76748056990122,2.347219093059686,20.365895901490003,36.81871969040649,2.2428140867905006,19.545704996930702,135.22327793681524,2.1350758079105656,36.86668084250658,67.67017655976404,2.3337891290611763,24.269512789820002
2.7271151167082475,2.5317915469100907,5.443087541180001,4.888947314926644,4.112250813482737,7.1632773881828715,0.9809813195559514,3.3305240849087143,3.7754129881966003,5.1373615414948945,3.6424029001363842,7.566536942580003
7.5805965388979555,2.431729925941278,9.8031640856083,9.540950422562585,2.919051259214782,11.039942344177998,7.972202955814879,2.0167512126645124,9.489829925445301,12.203545929163152,2.324739863440041,11.935620467150002
19.182427806672216,2.092617260306834,13.53774311843959,190.7272077046786,2.4713397618714827,42.94171374730107,4.563710608847091,2.734646215186117,7.632419801226801,157.86547280593294,2.6083734339432416,38.451494943003
7.04863981936037,2.8573912127844703,10.4480267712805,51.523729911803784,2.6651809649498053,22.308605501585497,11.639143463668626,2.0787541235195977,12.0463067112772,32.29357262512377,2.8586464857438036,19.2224096839
4.78832804247961,2.2458638613189246,7.520832990751501,23.476572930253717,2.06631019678319,14.475820329126998,4.907991823749729,3.1847041875184483,8.259072579138952,19.435388947963634,1.9309211812985514,13.059466851009
8.034203767121053,2.291281252381115,9.7401580441038,42.413604005473125,2.5988681268726053,22.3699725083268,11.91747828196998,2.091525327191028,12.045633690577201,30.919339946590895,2.3082734518662007,17.70168033218
2.6851650783303027,2.573065251011339,5.12678629304,2.1976440423617674,2.3435712125222077,4.31921265106,1.842946050323539,2.296452958523792,4.043944075028021,3.2418369128917974,2.2067569685114394,5.183314933300001
3.852323212580843,2.428121773443147,6.155249592561001,3.18002184199388,2.348132866426214,5.852508645603475,2.523862003309467,2.3734685867151173,4.816866275035,4.188546433009955,2.5955222535795537,6.52954723909
23.072295066028005,2.113183892760447,14.8816020495178,62.67912919178406,1.8025275026600365,22.879358129644,56.51616813876923,1.6872673864775916,21.711426855218,97.11742328319616,1.941698399724645,27.924586486833004
4.144862529232312,2.0596926371751194,6.42121135515936,24.691320807241265,1.7557378806725104,14.2757114968713,3.4467427892549813,2.847586679008969,6.746979192538902,26.707898237602894,1.7253753522975057,14.963513972896
6.501997067033207,2.075891663044861,8.964680131877,38.53840636092697,2.1398873487223886,19.368041850890442,7.880934375196747,2.15275348928806,9.947872976489501,21.91310697133694,2.5238282801801155,14.962029803390005
38.783005797453214,2.376331246229043,20.366530582399,12.077720847568592,2.5648020366572784,12.354822015240801,15.273636206456041,2.3970404638536573,13.521453991366798,43.24360979816099,2.4934663574258904,20.347834347956997
5.28972404812399,2.287429840768063,7.686557720827682,5.636292893429157,2.0971686946566335,6.75846070877,3.238382003116503,2.6338374733155225,5.751588510082,6.599334889937815,2.0219584178188597,7.0813109098
688.6454096094844,2.0271483235089782,85.5678671649,107.0257025462372,2.24789563625684,33.6392220967339,22.489441000696452,2.057708140953944,15.59240101123,194.87488603117413,2.5911807343213473,47.6460725586
8.36076409595466,2.768390522739293,9.646197894261501,29.546352074677866,3.8663225954670724,16.4662778658293,5.21274421436601,3.2254766574862814,8.2117754763051,19.99052218511644,4.196289080597528,13.969343034526
