meanx,meany,meanz,medianx,mediany,medianz,varx,vary,varz,action
9.3332725597756,2.98246210813532,0.06970617527036368,5.06765625455205,2.5127669242137,0.04830155641340006,133.552171095644,36.091072597687,13.084010677924741,0.0
9.001562354649986,3.14207043082472,0.29263189884886365,4.8071245330504455,2.9702949898285,0.20951855391085017,126.40110514503803,33.91090758324981,15.373925324420885,0.0
9.248379086556247,3.7515678144146394,0.54127986276046,5.273338286567592,3.60678490219385,0.33453034062740006,124.45338990750153,25.70460383386764,18.063504702201055,0.0
8.609631030013173,4.202484398612106,-0.38736444146236815,3.9447116798808493,3.6239684188268506,-0.06871086501674983,119.79096869267963,31.390126071206623,15.294614357962189,0.0
8.672817213702402,4.061778647802407,-1.1211580098785219,4.2990091643562005,3.8045805839500004,-1.0312011062626998,123.87737876812476,38.215639640473015,13.543873242794746,0.0
9.312142649608143,4.2549609231205805,-0.6169869390026801,5.955288663478201,3.77448117589975,-0.36337086639199995,127.59284092710246,38.040991102385384,14.710242239342174,0.0
8.465678650629801,4.133916516311941,-0.2933316336958002,4.875192485048751,3.2429043456848006,-0.14726376344585,120.73464176569942,37.06037161809279,11.094115219958478,0.0
9.25068082017236,3.0619260419966605,0.14250249455438996,5.5804823271796,2.7404576889223007,0.45647949599560017,126.83960525201539,31.892898266756152,9.158291697539502,0.0
9.6839013833076,2.69880326967392,-0.500266081306687,5.994029601300551,2.52642676848835,-0.4146182968170823,135.36734861200392,34.418972744776624,13.038832090738032,0.0
10.05633338702718,2.01264298730048,-0.43569569615578463,5.89965011443155,2.122824064608,-0.2365688026784325,138.62179947581802,32.19070619084952,10.177125402074962,0.0
9.702587655141738,2.837228333283991,-0.8223078919558402,5.8194918044997,3.088460762736106,-0.63903911132095,122.65776830669719,30.717544405374156,9.498727949581866,0.0
9.423489143582021,3.784597468984864,-1.359457303967976,5.8079672700315506,3.40336242135711,-0.9271502311513101,114.68637891593964,32.955290739084596,9.157779709167222,0.0
8.32945769355162,4.631434192951522,-1.242628341088338,5.290530036177951,3.986807890260006,-1.1906188453441302,95.66960730714462,39.19238878044341,14.67042128804132,0.0
8.397264887795641,5.1210174993109,-1.5145853834813,5.84872900541515,4.199501341910099,-1.0142241599898498,81.37166231440682,45.72865174219015,13.729457295985824,0.0
8.714911897447902,4.91260292960648,-0.0027142456585601328,5.897615096346151,4.359022366268251,0.23901471631102011,92.69927052169632,39.563044438772046,13.515971195949154,0.0
6.623954914818121,4.228652382071361,2.9293950017351156,4.698511145744501,3.8635489586351497,1.9127696250650204,69.86073581501282,20.386286772277003,24.815988661650856,0.0
4.278614974363601,-8.6390066332504,-2.135325467845024,2.8016444503802,-4.829613766452501,-2.374896876536,48.67000649222156,120.64232368563782,12.408994826702454,1.0
4.149337538229622,-8.582354571770143,-2.8885407884888012,2.847988078410586,-4.73054827433536,-2.8370293669505005,72.88422689544548,173.22579113598442,23.65666755368034,1.0
3.9166310339340162,-8.273058755727202,-2.9451013601434597,2.51771638187285,-4.94888124846321,-2.731398527435,68.28163383606855,185.00326877367223,30.67132597351225,1.0
3.5011557092632657,-7.645078946466602,-2.820104811908658,2.1855743247938153,-4.4960317038049995,-3.0302079002838007,55.695603417972826,164.45929388536098,28.19586365821674,1.0
3.5541575512266403,-7.973725831745081,-2.828286078858754,1.7549625365560502,-3.5000411269202005,-2.0747979355398,54.7976955418855,163.63672954780571,26.611678077435432,1.0
3.268191321155458,-8.317553518353535,-3.01673046667412,1.5902375839493,-4.0929124946897,-2.0672214408919998,44.94877171385574,173.621382310216,28.829315534695308,1.0
2.527894705950339,-8.278335642484635,-3.078775214003932,1.1166366921152502,-3.76553952024355,-2.5443849243724,33.96988079705379,178.67405050218304,29.03713351672934,1.0
1.5995854349169603,-8.240638244525607,-3.270730910123752,0.7134156943293,-4.089726370331201,-2.4032711220571,27.36221722251297,188.7723636913575,35.17831193162253,1.0
1.2014450221691162,-8.392114338406092,-3.07008132305302,0.96701383428134,-4.0424651504783,-1.9640095711592003,18.68588229464099,184.82508707945257,38.55847597488991,1.0
1.0143075665397379,-8.169867902225342,-2.915198044486847,0.41162976152054503,-3.4885899398970004,-1.68851721035345,12.518401316308092,186.16458523502953,38.779986632025064,1.0
0.739837969010702,-8.163651389497321,-2.9679457749991505,0.36893853843615493,-3.3795731414545003,-2.137949361364375,11.562922319861952,182.60182232638763,35.253274291487784,1.0
0.12205884732636392,-8.946881364257978,-3.264432457819667,0.009185648400704946,-4.304071637006801,-2.9374764862019496,7.873670787639478,182.25590809442605,31.264941733231467,1.0
0.188922074516044,-9.106712214328239,-2.7584832646190263,0.0028216324114049953,-4.4484733520293505,-2.04927301484222,6.894482768047,181.27946307000875,32.23592621237403,1.0
